TRINITY_DN0_c12_g1	GO:0003674,GO:0005085,GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0065007,GO:0098772
TRINITY_DN41519_c0_g1	GO:0003674,GO:0003824,GO:0004016,GO:0005575,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006171,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007165,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009187,GO:0009190,GO:0009259,GO:0009260,GO:0009975,GO:0009987,GO:0016020,GO:0016829,GO:0016849,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0035556,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046058,GO:0046390,GO:0046483,GO:0050789,GO:0050794,GO:0052652,GO:0055086,GO:0065007,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576
TRINITY_DN41529_c0_g2	GO:0000151,GO:0000152,GO:0005575,GO:0005680,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016567,GO:0019538,GO:0031461,GO:0032446,GO:0032991,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0070647,GO:0071704,GO:1901564,GO:1902494,GO:1990234
TRINITY_DN4152_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN4155_c0_g1	GO:0003674,GO:0003824,GO:0004553,GO:0004559,GO:0005975,GO:0005996,GO:0006013,GO:0008150,GO:0008152,GO:0015923,GO:0016787,GO:0016798,GO:0019318,GO:0044238,GO:0044281,GO:0044699,GO:0044710,GO:0044723,GO:0071704
TRINITY_DN4157_c0_g1	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008238,GO:0016787,GO:0016805,GO:0019538,GO:0043170,GO:0044238,GO:0070004,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN41585_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN41593_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN415_c1_g1	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0020037,GO:0043167,GO:0043169,GO:0044699,GO:0044710,GO:0046872,GO:0046906,GO:0046914,GO:0055114,GO:0097159,GO:1901363
TRINITY_DN415_c3_g1	GO:0003674,GO:0005488,GO:0030246
TRINITY_DN41606_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN4161_c0_g1	GO:0000428,GO:0005575,GO:0005666,GO:0006139,GO:0006351,GO:0006383,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0018130,GO:0019438,GO:0030880,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0055029,GO:0061695,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234
TRINITY_DN4162_c0_g2	GO:0003674,GO:0005488,GO:0005509,GO:0005543,GO:0005544,GO:0008289,GO:0043167,GO:0043168,GO:0043169,GO:0046872
TRINITY_DN41631_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN41635_c0_g1	GO:0003674,GO:0003824,GO:0008146,GO:0016740,GO:0016782
TRINITY_DN4169_c0_g1	GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0036211,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564
TRINITY_DN416_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN416_c4_g1	GO:0003674,GO:0005488,GO:0005509,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN41701_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN41707_c2_g3	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN41713_c0_g1	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN41749_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN41785_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0046983
TRINITY_DN4178_c0_g1	GO:0000159,GO:0003674,GO:0005575,GO:0007165,GO:0008150,GO:0008287,GO:0009987,GO:0019208,GO:0019888,GO:0030234,GO:0032991,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0065007,GO:0098772,GO:1902494,GO:1903293
TRINITY_DN417_c2_g1	GO:0005575,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0033036,GO:0042886,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705
TRINITY_DN4180_c0_g1	GO:0000988,GO:0000989,GO:0003674,GO:0003712,GO:0005575,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0016592,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0032991,GO:0043234,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN4184_c1_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN4185_c0_g1	GO:0003674,GO:0005575,GO:0005956,GO:0019207,GO:0019887,GO:0030234,GO:0032991,GO:0043234,GO:0044424,GO:0044464,GO:0098772
TRINITY_DN4185_c0_g2	GO:0003674,GO:0003676,GO:0005488,GO:0005515,GO:0097159,GO:1901363
TRINITY_DN41873_c0_g1	GO:0008150,GO:0008152,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN4187_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN4187_c1_g2	GO:0003674,GO:0003824,GO:0016740,GO:0016757
TRINITY_DN41888_c0_g1	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564
TRINITY_DN4188_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004803,GO:0005488,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN418_c2_g1	GO:0003674,GO:0003824,GO:0004842,GO:0016740,GO:0019787
TRINITY_DN4191_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN41930_c0_g1	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003887,GO:0005488,GO:0005575,GO:0005634,GO:0006139,GO:0006259,GO:0006260,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0034061,GO:0034641,GO:0034645,GO:0036094,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901363,GO:1901576
TRINITY_DN41931_c0_g1	GO:0005575,GO:0005634,GO:0006325,GO:0006334,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0034622,GO:0034728,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044424,GO:0044464,GO:0065003,GO:0065004,GO:0071824,GO:0071840
TRINITY_DN41937_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN41966_c0_g1	GO:0001071,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN4198_c0_g1	GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN419_c0_g1	GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0006928,GO:0007017,GO:0007018,GO:0008017,GO:0008092,GO:0008150,GO:0009987,GO:0015631,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044699,GO:0044763,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN42005_c0_g1	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0019538,GO:0030529,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904
TRINITY_DN4200_c1_g1	GO:0003674,GO:0005215,GO:0006810,GO:0008150,GO:0022857,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN4203_c0_g1	GO:0000988,GO:0000989,GO:0003674,GO:0003712,GO:0005575,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0016592,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0032991,GO:0043234,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN42059_c0_g1	GO:0003674,GO:0003824,GO:0004386,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111
TRINITY_DN42066_c0_g1	GO:0003674,GO:0003824,GO:0003847,GO:0006508,GO:0006629,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009056,GO:0016042,GO:0016787,GO:0016788,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0044699,GO:0044710,GO:0044712,GO:0052689,GO:0070011,GO:0071704,GO:1901564,GO:1901575
TRINITY_DN42076_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN4207_c0_g2	GO:0003674,GO:0003824,GO:0016787,GO:0016788
TRINITY_DN42086_c0_g1	GO:0005575,GO:0016021,GO:0031224,GO:0044425
TRINITY_DN4208_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0046983
TRINITY_DN4210_c10_g1	GO:0005975,GO:0008150,GO:0008152,GO:0044238,GO:0071704
TRINITY_DN4211_c1_g1	GO:0005575,GO:0006810,GO:0008150,GO:0016021,GO:0016192,GO:0031224,GO:0044425,GO:0051179,GO:0051234
TRINITY_DN42122_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0007155,GO:0007156,GO:0008150,GO:0016020,GO:0022610,GO:0043167,GO:0043169,GO:0046872,GO:0098609,GO:0098742
TRINITY_DN42135_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914,GO:0097159,GO:1901363
TRINITY_DN4213_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN4215_c0_g1	GO:0006629,GO:0008150,GO:0008152,GO:0044238,GO:0044699,GO:0044710,GO:0071704
TRINITY_DN42174_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN4218_c0_g1	GO:0003674,GO:0003824,GO:0003937,GO:0004643,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009987,GO:0016740,GO:0016741,GO:0016742,GO:0016787,GO:0016810,GO:0016814,GO:0018130,GO:0019238,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576
TRINITY_DN42193_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN421_c11_g1	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0020037,GO:0043167,GO:0043169,GO:0044699,GO:0044710,GO:0046872,GO:0046906,GO:0046914,GO:0055114,GO:0097159,GO:1901363
TRINITY_DN421_c14_g1	GO:0001071,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005634,GO:0007275,GO:0008150,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0044699,GO:0044707,GO:0044767,GO:0048856,GO:0097159,GO:1901363
TRINITY_DN42201_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN4221_c4_g1	GO:0008150,GO:0009605,GO:0009607,GO:0030682,GO:0043207,GO:0044413,GO:0044415,GO:0044419,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051807,GO:0051832,GO:0051834,GO:0052173,GO:0052200,GO:0075136
TRINITY_DN42235_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0005576,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN42238_c0_g1	GO:0003674,GO:0005215,GO:0006810,GO:0008150,GO:0022857,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN4224_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN42259_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN42271_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN42280_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN42294_c0_g1	GO:0005575,GO:0005861,GO:0032991,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464
TRINITY_DN42296_c4_g1	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN422_c2_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0005634,GO:0008270,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0097159,GO:1901363
TRINITY_DN42310_c1_g1	GO:0003674,GO:0003824,GO:0008641,GO:0016874,GO:0016877
TRINITY_DN42319_c0_g1	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0019538,GO:0030529,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904
TRINITY_DN42320_c0_g1	GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0006414,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0034645,GO:0043170,GO:0044237,GO:0044249,GO:0044260,GO:0071704,GO:0097159,GO:1901363,GO:1901576
TRINITY_DN42324_c0_g1	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0019538,GO:0030529,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904
TRINITY_DN42330_c1_g2	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN42331_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN42335_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN42342_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN4234_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0005575,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0060089
TRINITY_DN4234_c2_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015074,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN4234_c3_g1	GO:0003674,GO:0003824,GO:0004435,GO:0004620,GO:0004629,GO:0005488,GO:0005515,GO:0006629,GO:0007165,GO:0008081,GO:0008150,GO:0008152,GO:0009987,GO:0016298,GO:0016787,GO:0016788,GO:0035556,GO:0042578,GO:0044238,GO:0044699,GO:0044710,GO:0050789,GO:0050794,GO:0065007,GO:0071704
TRINITY_DN42379_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN42386_c0_g1	GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0006928,GO:0007017,GO:0007018,GO:0008017,GO:0008092,GO:0008150,GO:0009987,GO:0015631,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044699,GO:0044763,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN42394_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN4239_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN4240_c0_g1	GO:0000723,GO:0003674,GO:0003678,GO:0003824,GO:0004386,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0032200,GO:0033554,GO:0034641,GO:0042592,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0060249,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0090304,GO:1901360
TRINITY_DN4240_c1_g1	GO:0000723,GO:0003674,GO:0003678,GO:0003824,GO:0004386,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0032200,GO:0033554,GO:0034641,GO:0042592,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0060249,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0090304,GO:1901360
TRINITY_DN4240_c3_g1	GO:0000723,GO:0003674,GO:0003678,GO:0003824,GO:0004386,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0032200,GO:0033554,GO:0034641,GO:0042592,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0060249,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0090304,GO:1901360
TRINITY_DN4241_c0_g1	GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0008083
TRINITY_DN42421_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0008716,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN4242_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN4243_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN42445_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN42455_c1_g1	GO:0003674,GO:0005215,GO:0005216,GO:0005575,GO:0006810,GO:0006811,GO:0008150,GO:0015075,GO:0015267,GO:0016020,GO:0022803,GO:0022838,GO:0022857,GO:0022891,GO:0022892,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN42462_c1_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN42482_c0_g1	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005575,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008270,GO:0016787,GO:0019538,GO:0031012,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044421,GO:0046872,GO:0046914,GO:0070011,GO:0071704,GO:1901564
